accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-21 00:00:10.123,2093,TCP  ,81.144.243.234,459,Android App,,Female,US,Premium,English,0.0,Yes,1890.0,Debit Card
2017-03-21 00:00:10.123,2076,TCP  ,81.145.230.237,1419,Android App,,Male,RU,Premium,English,107.52,No,0.0,Others
2017-03-21 00:00:41.574,1680,TCP  ,81.149.168.150,44,Android App,,Unknown,US,Not Logged In,English,0.0,No,0.0,Cash
2017-03-21 00:00:41.574,1960,TCP  ,81.149.173.410,92,Android App,,Unknown,CH,Not Logged In,English,0.0,No,0.0,Debit Card
2017-03-21 00:00:42.618,2185,TCP  ,81.149.26.78,11967,Android App,,Unknown,AT,Not Logged In,English,0.0,No,0.0,Credit Card
2017-03-21 00:00:42.618,4585,TCP  ,81.151.147.211,660,Android App,,Unknown,IE,Not Logged In,English,0.0,No,0.0,Cash
2017-03-21 00:00:54.577,1913,TCP  ,81.152.81.107,46,Android App,,Female,CA,Premium,English,26.15,No,0.0,Cash
2017-03-21 00:00:54.577,2700,TCP  ,81.154.9.256,40,Android App,,Female,CH,Premium,English,45.45,No,0.0,Credit Card
2017-03-21 00:01:06.346,3694,TCP  ,81.170.148.175,92,Mozilla Firefox,,Female,CA,Premium,English,0.0,Yes,10.983,Credit Card
2017-03-21 00:01:06.346,2346,TCP  ,81.17.137.162,80,Mozilla Firefox,,Female,GB,Premium,Russian,2100.0,No,0.0,Credit Card
2017-03-21 00:01:49.302,4393,TCP  ,81.19.181.26,46,IOS App,,Female,CA,Premium,English,0.0,Yes,7.322,Credit Card
2017-03-21 00:01:49.302,1514,TCP  ,81.191.179.125,40,IOS App,,Female,SE,Premium,English,203.3,No,0.0,Credit Card
2017-03-21 00:02:02.026,4201,TCP  ,81.198.177.161,106,Microsoft Edge,,Female,CA,Premium,German,15.69,No,0.0,Debit Card
2017-03-21 00:02:02.026,1518,TCP  ,81.198.209.223,240,Microsoft Edge,,Female,NO,Premium,English,15.69,No,0.0,Cash
2017-03-21 00:02:07.028,4792,TCP  ,81.209.48.18,233,Microsoft Edge,,Male,US,Premium,English,900.24,No,0.0,Cash
2017-03-21 00:02:07.028,4891,TCP  ,81.215.129.120,1386,Microsoft Edge,,Female,NO,Premium,Spanish,20.92,No,0.0,Debit Card
2017-03-21 00:01:06.554,3651,TCP  ,81.23.24.138,329,Others,,Male,CH,Premium,Russian,121.98,No,0.0,Credit Card
2017-03-21 00:01:06.554,3254,TCP  ,81.234.141.152,4509,Others,,Female,CH,Premium,Spanish,40.66,No,0.0,Cash
2017-03-21 00:03:02.654,4113,TCP  ,81.237.197.185,389,Others,,Female,JP,Premium,English,143.36,No,0.0,Credit Card
2017-03-21 00:03:02.654,4638,TCP  ,81.240.116.202,1616,Others,,Female,AT,Premium,English,60.6,No,0.0,Others
2017-03-21 00:03:10.664,3174,TCP  ,81.240.218.182,46,Others,,Female,RU,Premium,English,600.16,No,0.0,Credit Card
2017-03-21 00:03:10.664,3738,TCP  ,81.24.117.149,40,Others,,Female,JP,Premium,Russian,26.15,No,0.0,Cash
2017-03-21 00:00:22.271,3706,TCP  ,81.241.174.79,2163,Others,,Female,CH,Premium,Dutch,900.24,No,0.0,Credit Card
2017-03-21 00:00:22.271,4249,TCP  ,81.244.173.178,3185,Others,,Female,CA,Premium,English,2400.68,No,0.0,Debit Card
2017-03-21 00:04:33.992,4406,TCP  ,81.249.96.70,46,Safari,,Male,CA,Premium,English,162.64,No,0.0,Credit Card
2017-03-21 00:04:33.992,2143,TCP  ,81.25.53.59,40,Safari,,Male,US,Premium,Russian,0.0,Yes,1140.304,Cash
2017-03-21 00:01:25.380,3902,TCP  ,81.254.26.241,2931,IOS App,,Female,US,Premium,French,600.16,No,0.0,Others
2017-03-21 00:01:25.380,3793,TCP  ,81.30.180.138,3557,Microsoft Edge,,Female,AU,Premium,Russian,1500.4,No,0.0,Credit Card
2017-03-21 00:01:40.215,1635,TCP  ,81.30.8.174,561,Microsoft Edge,,Female,US,Normal,English,11.73,No,0.0,Cash
