accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-20 00:00:47.319,3669,TCP  ,172.56.5.88,46,Android App,,Male,CO,Premium,English,900.24,No,0.0,Debit Card
2017-03-20 00:00:47.319,2792,TCP  ,172.56.6.198,40,Android App,,Male,PL,Premium,English,0.0,Yes,15.69,Cash
2017-03-20 00:01:07.383,2857,TCP  ,172.58.104.189,277,Android App,,Female,PL,Premium,English,900.24,No,0.0,Cash
2017-03-20 00:01:07.383,2845,TCP  ,172.58.104.202,2430,Android App,,Male,IN,Premium,English,45.45,No,0.0,Debit Card
2017-03-20 00:01:58.908,3497,TCP  ,172.58.110.239,1029,Android App,,Female,IN,Premium,English,162.64,No,0.0,Cash
2017-03-20 00:01:58.908,4148,TCP  ,172.58.111.41,3405,Chrome,,Male,IN,Premium,English,1500.4,No,0.0,Debit Card
2017-03-20 00:00:16.586,4695,TCP  ,172.58.136.178,925,Mozilla Firefox,,Female,US,Premium,English,143.36,No,0.0,Cash
2017-03-20 00:00:16.586,3173,TCP  ,172.58.137.202,8533,Mozilla Firefox,,Male,NO,Premium,English,900.24,No,0.0,Cash
2017-03-20 00:00:44.412,3969,TCP  ,172.58.139.188,779,Mozilla Firefox,,Unknown,IN,Not Logged In,English,0.0,No,0.0,Debit Card
2017-03-20 00:00:44.412,4595,TCP  ,172.58.139.69,387,Mozilla Firefox,,Unknown,JP,Not Logged In,English,0.0,No,0.0,Cash
2017-03-20 00:02:22.530,2271,TCP  ,172.58.139.96,413,Mozilla Firefox,,Male,PL,Premium,English,15.69,No,0.0,Credit Card
2017-03-20 00:02:22.530,3286,TCP  ,172.58.140.148,3543,Mozilla Firefox,,Female,GB,Premium,English,121.98,No,0.0,Cash
2017-03-20 00:00:59.503,4387,TCP  ,172.58.140.238,2395,Mozilla Firefox,,Female,CA,Premium,English,900.24,No,0.0,Cash
2017-03-20 00:00:59.503,1945,TCP  ,172.58.140.48,5337,Mozilla Firefox,,Male,SE,Premium,English,5.23,No,0.0,Others
2017-03-20 00:01:40.410,2157,TCP  ,172.58.144.894,561,Mozilla Firefox,,Female,JP,Normal,English,5.23,No,0.0,Others
2017-03-20 00:01:40.410,1932,TCP  ,172.58.144.968,543,Mozilla Firefox,,Female,CH,Normal,English,900.24,No,0.0,Cash
2017-03-20 00:01:40.412,1758,TCP  ,172.58.145.155,1727,Android App,,Male,US,Normal,English,900.24,No,0.0,Others
2017-03-20 00:01:40.412,3958,TCP  ,172.58.145.169,579,Chrome,,Female,CA,Normal,English,600.16,No,0.0,Debit Card
2017-03-20 00:01:40.412,2970,TCP  ,172.58.145.215,702,Chrome,,Female,AT,Normal,English,0.0,Yes,675.18,Cash
2017-03-20 00:01:40.412,4697,TCP  ,172.58.145.64,586,Chrome,,Female,CA,Normal,English,900.24,No,0.0,Cash
2017-03-20 00:01:40.412,4422,TCP  ,172.58.145.99,556,Chrome,,Female,NO,Normal,English,600.16,No,0.0,Credit Card
2017-03-20 00:01:40.412,1871,TCP  ,172.58.152.9,515,Chrome,,Female,CA,Normal,English,20.92,No,0.0,Cash
2017-03-20 00:01:40.572,3383,TCP  ,172.58.153.103,702,Chrome,,Female,MX,Normal,English,0.0,Yes,10.605,Credit Card
2017-03-20 00:01:40.572,4663,TCP  ,172.58.153.163,540,IOS App,,Female,CA,Normal,English,162.64,No,0.0,Cash
2017-03-20 00:01:40.573,3332,TCP  ,172.58.153.242,556,IOS App,,Female,IT,Normal,English,1050.0,No,0.0,Credit Card
2017-03-20 00:01:40.573,4926,TCP  ,172.58.153.49,515,IOS App,,Female,US,Normal,English,600.16,No,0.0,Cash
2017-03-20 00:01:40.583,2096,TCP  ,172.58.153.82,561,IOS App,,Female,US,Normal,English,58.65,No,0.0,Cash
2017-03-20 00:01:40.583,4343,TCP  ,172.58.168.394,589,IOS App,,Female,US,Normal,English,203.3,No,0.0,Cash
2017-03-20 00:01:42.187,4858,TCP  ,172.58.168.412,1727,IOS App,,Female,IT,Normal,English,15.69,No,0.0,Cash
2017-03-20 00:01:42.187,2853,TCP  ,172.58.169.605,579,IOS App,,Female,RU,Normal,English,11.73,No,0.0,Cash
2017-03-20 00:01:42.190,1572,TCP  ,172.58.169.676,639,Microsoft Edge,,Female,RU,Normal,English,15.69,No,0.0,Debit Card
2017-03-20 00:01:42.190,4449,TCP  ,172.58.171.73,614,Microsoft Edge,,Female,JP,Normal,English,0.0,Yes,19.6125,Cash
2017-03-20 00:01:43.154,4486,TCP  ,172.58.172.103,639,Microsoft Edge,,Female,IT,Normal,English,26.15,No,0.0,Debit Card
2017-03-20 00:01:43.154,3188,TCP  ,172.58.172.162,614,Microsoft Edge,,Male,US,Normal,English,5250.0,No,0.0,Others
2017-03-20 00:05:34.722,3129,TCP  ,172.58.172.22,46,Microsoft Edge,,Female,IT,Premium,English,15.69,No,0.0,Debit Card
2017-03-20 00:05:34.722,2765,TCP  ,172.58.184.92,40,Microsoft Edge,,Female,CA,Premium,English,5.23,No,0.0,Debit Card
2017-03-20 00:05:48.558,2690,TCP  ,172.58.185.661,46,Safari,,Female,JP,Premium,English,20.92,No,0.0,Debit Card
